model,budget_frac,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,splits
agent_prior,0.1,0.6343909168937916,0.1023172737119814,0.2576931240638291,0.151604799132519,0.34453756506451083,0.130210690358508,30
agent_prior,0.2,0.6114407474219075,0.10550883721156422,0.46992603877050004,0.20331699696274444,0.499544144960182,0.10169346125169237,30
logit_agent_plus_early,0.1,0.6343909168937916,0.1023172737119814,0.2576931240638291,0.151604799132519,0.34453756506451083,0.130210690358508,30
logit_agent_plus_early,0.2,0.6114407474219075,0.10550883721156422,0.46992603877050004,0.20331699696274444,0.499544144960182,0.10169346125169237,30
